invoice_number,present_on_portal,portal_ticket_ids,portal_status,portal_category,portal_created,present_in_claimclear,claimclear_status,claimclear_outcome,claimclear_id
1865797950,yes,88481,Closed,GPS Control Deviation,2026-05-09 16:47:20,no,,,
1865798990,yes,90674,Closed,GPS Control Deviation,2026-05-15 14:03:47,no,,,
1865799080,yes,89477,Closed,GPS Control Deviation,2026-05-12 11:02:03,no,,,
1865805160,yes,90258,Closed,GPS Control Deviation,2026-05-14 11:01:31,no,,,
1865809580,yes,88660,Closed,GPS Control Deviation,2026-05-09 19:39:43,no,,,
1865813020,yes,89972,Closed,GPS Control Deviation,2026-05-13 14:02:52,no,,,
1865860670,yes,88489,Closed,GPS Control Deviation,2026-05-09 16:49:25,no,,,
1865878250,yes,88600,Closed,GPS Control Deviation,2026-05-09 17:44:09,no,,,
1865902750,yes,89958|89957,Closed|Closed,GPS Control Deviation,2026-05-13 14:00:20,no,,,
1865906820,yes,89974,Closed,GPS Control Deviation,2026-05-13 14:03:10,no,,,
1865928660,yes,90257,Closed,GPS Control Deviation,2026-05-14 11:01:20,no,,,
1865942070,yes,92410,Closed,GPS Control Deviation,2026-05-20 18:53:58,no,,,
1865966760,yes,88569,Closed,GPS Control Deviation,2026-05-09 17:35:23,no,,,
1865987650,yes,88432,Closed,GPS Control Deviation,2026-05-09 16:33:25,no,,,
1865988910,yes,89959,Closed,GPS Control Deviation,2026-05-13 14:00:35,no,,,
1865998520,yes,91771,Closed,GPS Control Deviation,2026-05-19 14:00:35,no,,,
1866027340,yes,90070,Closed,GPS Control Deviation,2026-05-13 18:00:30,no,,,
1866052080,yes,91768,Closed,GPS Control Deviation,2026-05-19 14:00:28,no,,,
1866071650,yes,88657,Closed,GPS Control Deviation,2026-05-09 19:38:55,no,,,
1866078470,yes,90374,Closed,GPS Control Deviation,2026-05-14 14:03:34,no,,,
1866087450,yes,90251,Closed,GPS Control Deviation,2026-05-14 11:00:28,no,,,
1866108300,yes,88653,Closed,GPS Control Deviation,2026-05-09 19:37:47,no,,,
1866124290,yes,88662,Closed,GPS Control Deviation,2026-05-09 19:40:15,no,,,
1866138350,yes,88494,Closed,GPS Control Deviation,2026-05-09 16:50:58,no,,,
1866140880,yes,90375,Closed,GPS Control Deviation,2026-05-14 14:03:54,no,,,
1866165180,yes,91260,Closed,GPS Control Deviation,2026-05-18 14:01:41,no,,,
1866182750,yes,88585,Closed,GPS Control Deviation,2026-05-09 17:39:55,no,,,
1866199530,yes,88524,Closed,GPS Control Deviation,2026-05-09 16:59:14,no,,,
1866208580,yes,88624,Closed,GPS Control Deviation,2026-05-09 19:29:11,no,,,
1866293280,yes,88535,Closed,GPS Control Deviation,2026-05-09 17:01:53,no,,,
1866305830,yes,88520,Closed,GPS Control Deviation,2026-05-09 16:58:05,no,,,
1866339270,yes,90452,Closed,GPS Control Deviation,2026-05-14 17:02:33,no,,,
1866349120,yes,89594,Closed,GPS Control Deviation,2026-05-12 14:01:29,no,,,
1866373240,yes,91251,Closed,GPS Control Deviation,2026-05-18 14:00:11,no,,,
1866375850,yes,88533,Closed,GPS Control Deviation,2026-05-09 17:01:21,no,,,
1866395080,yes,88431,Closed,GPS Control Deviation,2026-05-09 16:33:09,no,,,
1866405850,yes,88590,Closed,GPS Control Deviation,2026-05-09 17:41:22,no,,,
1866406240,yes,88488,Closed,GPS Control Deviation,2026-05-09 16:49:06,no,,,
1866411190,yes,88508,Closed,GPS Control Deviation,2026-05-09 16:54:44,no,,,
1866451770,yes,88656,Closed,GPS Control Deviation,2026-05-09 19:38:39,no,,,
1866453540,yes,89244,Closed,GPS Control Deviation,2026-05-11 18:42:41,no,,,
1866472030,yes,88550,Closed,GPS Control Deviation,2026-05-09 17:29:48,no,,,
1866484320,yes,88670,Closed,GPS Control Deviation,2026-05-09 19:42:30,no,,,
1866528720,yes,88546,Closed,GPS Control Deviation,2026-05-09 17:28:44,no,,,
1866534020,yes,88691,Closed,GPS Control Deviation,2026-05-09 19:48:22,no,,,
1866555220,yes,90252,Closed,GPS Control Deviation,2026-05-14 11:00:31,no,,,
1866593570,yes,88501,Closed,GPS Control Deviation,2026-05-09 16:53:01,no,,,
1866602090,yes,88434,Closed,GPS Control Deviation,2026-05-09 16:33:59,no,,,
1866614010,yes,88514,Closed,GPS Control Deviation,2026-05-09 16:56:22,no,,,
1866629420,yes,88531,Closed,GPS Control Deviation,2026-05-09 17:00:45,no,,,
1866633340,yes,88500,Closed,GPS Control Deviation,2026-05-09 16:52:44,no,,,
1866656650,yes,88667,Closed,GPS Control Deviation,2026-05-09 19:41:36,no,,,
1866664480,yes,88673,Closed,GPS Control Deviation,2026-05-09 19:43:17,no,,,
1866721470,yes,90369,Closed,GPS Control Deviation,2026-05-14 14:02:12,no,,,
1866770580,yes,88579,Closed,GPS Control Deviation,2026-05-09 17:38:17,no,,,
1866770790,yes,90368,Closed,GPS Control Deviation,2026-05-14 14:01:54,no,,,
1866774280,yes,90459,Closed,GPS Control Deviation,2026-05-14 17:04:41,no,,,
1866788400,yes,90664,Closed,GPS Control Deviation,2026-05-15 14:00:27,no,,,
1866853020,yes,88560,Closed,GPS Control Deviation,2026-05-09 17:32:46,no,,,
1866877090,yes,88586,Closed,GPS Control Deviation,2026-05-09 17:40:13,no,,,
1866891300,yes,90465,Closed,GPS Control Deviation,2026-05-14 17:06:15,no,,,
1866914320,yes,90450,Closed,GPS Control Deviation,2026-05-14 17:02:15,no,,,
1866945830,yes,88543,Closed,GPS Control Deviation,2026-05-09 17:03:55,no,,,
1866967230,yes,88669,Closed,GPS Control Deviation,2026-05-09 19:42:14,no,,,
1867258960,yes,88699,Closed,GPS Control Deviation,2026-05-09 19:50:35,no,,,
1867303030,yes,88695,Closed,GPS Control Deviation,2026-05-09 19:49:30,no,,,
1867303050,yes,88681,Closed,GPS Control Deviation,2026-05-09 19:45:32,no,,,
1867318810,yes,90665,Closed,GPS Control Deviation,2026-05-15 14:00:47,no,,,
1867348970,yes,88637,Closed,GPS Control Deviation,2026-05-09 19:32:59,no,,,
1867358700,yes,88677,Closed,GPS Control Deviation,2026-05-09 19:44:21,no,,,
1867375700,yes,91263,Closed,GPS Control Deviation,2026-05-18 14:02:29,no,,,
1867381380,yes,90463,Closed,GPS Control Deviation,2026-05-14 17:05:37,no,,,
1867386010,yes,91252,Closed,GPS Control Deviation,2026-05-18 14:00:28,no,,,
1867449440,yes,88675,Closed,GPS Control Deviation,2026-05-09 19:43:49,no,,,
1867514070,yes,88588,Closed,GPS Control Deviation,2026-05-09 17:40:47,no,,,
1867530990,yes,88704,Closed,GPS Control Deviation,2026-05-09 19:51:57,no,,,
1867540860,yes,88541,Closed,GPS Control Deviation,2026-05-09 17:03:21,no,,,
1867552340,yes,90259,Closed,GPS Control Deviation,2026-05-14 11:02:15,no,,,
1867569440,yes,90466,Closed,GPS Control Deviation,2026-05-14 17:06:32,no,,,
1867660090,yes,90069,Closed,GPS Control Deviation,2026-05-13 18:00:10,no,,,
1867749370,yes,92721,Open,GPS Control Deviation,2026-05-21 14:02:38,no,,,
1867835390,yes,88558,Closed,GPS Control Deviation,2026-05-09 17:32:13,no,,,
1867852730,yes,88694,Closed,GPS Control Deviation,2026-05-09 19:49:14,no,,,
1867885480,yes,88571,Closed,GPS Control Deviation,2026-05-09 17:35:55,no,,,
1867906190,yes,88629,Closed,GPS Control Deviation,2026-05-09 19:30:38,no,,,
1867908460,yes,90746,Closed,GPS Control Deviation,2026-05-15 16:22:32,no,,,
1867910910,yes,88570,Closed,GPS Control Deviation,2026-05-09 17:35:39,no,,,
1867928680,yes,88597,Closed,GPS Control Deviation,2026-05-09 17:43:16,no,,,
1867930190,yes,88614,Closed,GPS Control Deviation,2026-05-09 19:26:22,no,,,
1867941860,yes,88684,Closed,GPS Control Deviation,2026-05-09 19:46:23,no,,,
1868039310,yes,91253,Closed,GPS Control Deviation,2026-05-18 14:00:37,no,,,
1868046220,yes,92162,Closed,GPS Control Deviation,2026-05-20 11:02:30,no,,,
1868195000,yes,92418,Closed,GPS Control Deviation,2026-05-20 18:56:19,no,,,
1868212480,yes,90667,Closed,GPS Control Deviation,2026-05-15 14:01:33,no,,,
1868227650,yes,90676,Closed,GPS Control Deviation,2026-05-15 14:04:31,no,,,
1868299570,yes,90748,Closed,GPS Control Deviation,2026-05-15 16:23:11,no,,,
1868364910,yes,92279,Closed,GPS Control Deviation,2026-05-20 14:03:31,no,,,
1868404170,yes,88598,Closed,GPS Control Deviation,2026-05-09 17:43:33,no,,,
1868410760,yes,88692,Closed,GPS Control Deviation,2026-05-09 19:48:40,no,,,
1868492140,yes,88623,Closed,GPS Control Deviation,2026-05-09 19:28:53,no,,,
1868539040,yes,92723,Open,GPS Control Deviation,2026-05-21 14:03:11,no,,,
1868569860,yes,91261,Closed,GPS Control Deviation,2026-05-18 14:02:12,no,,,
1868611580,yes,88627,Closed,GPS Control Deviation,2026-05-09 19:30:04,no,,,
1868653930,yes,92717,Open,GPS Control Deviation,2026-05-21 14:00:28,no,,,
1868663890,yes,88672,Closed,GPS Control Deviation,2026-05-09 19:43:01,no,,,
1868688970,yes,88581,Closed,GPS Control Deviation,2026-05-09 17:38:49,no,,,
1868697990,yes,91976,Closed,GPS Control Deviation,2026-05-19 19:09:34,no,,,
1868724770,yes,88617,Closed,GPS Control Deviation,2026-05-09 19:27:12,no,,,
1868728360,yes,88668,Closed,GPS Control Deviation,2026-05-09 19:41:52,no,,,
1868731190,yes,90683,Closed,GPS Control Deviation,2026-05-15 14:07:19,no,,,
1868842010,yes,88649,Closed,GPS Control Deviation,2026-05-09 19:36:36,no,,,
1868933720,yes,91109,Closed,GPS Control Deviation,2026-05-18 11:01:17,no,,,
1868964160,yes,90682,Closed,GPS Control Deviation,2026-05-15 14:06:56,no,,,
1868985360,yes,88636,Closed,GPS Control Deviation,2026-05-09 19:32:42,no,,,
1868987500,yes,88419,Closed,GPS Control Deviation,2026-05-09 16:23:32,no,,,
1868994010,yes,88587,Closed,GPS Control Deviation,2026-05-09 17:40:30,no,,,
1869155350,yes,88643,Closed,GPS Control Deviation,2026-05-09 19:34:45,no,,,
1869194970,yes,88599|88449,Closed|Closed,GPS Control Deviation,2026-05-09 17:43:52,no,,,
1869298440,yes,91256,Closed,GPS Control Deviation,2026-05-18 14:01:21,no,,,
1869335120,yes,90671,Closed,GPS Control Deviation,2026-05-15 14:02:52,no,,,
1869343940,yes,88578,Closed,GPS Control Deviation,2026-05-09 17:38:00,no,,,
1869348250,yes,88632,Closed,GPS Control Deviation,2026-05-09 19:31:31,no,,,
1869359550,yes,90680,Closed,GPS Control Deviation,2026-05-15 14:06:22,no,,,
1869386580,yes,88589,Closed,GPS Control Deviation,2026-05-09 17:41:05,no,,,
1869397330,yes,88638,Closed,GPS Control Deviation,2026-05-09 19:33:16,no,,,
1869415480,yes,88631,Closed,GPS Control Deviation,2026-05-09 19:31:13,no,,,
1869434080,yes,92028|91959,Closed|Closed,GPS Control Deviation,2026-05-20 08:00:29,no,,,
1869447120,yes,88642,Closed,GPS Control Deviation,2026-05-09 19:34:27,no,,,
1869452960,yes,88564,Closed,GPS Control Deviation,2026-05-09 17:33:57,no,,,
1869454040,yes,88594,Closed,GPS Control Deviation,2026-05-09 17:42:28,no,,,
1869454600,yes,88442,Closed,GPS Control Deviation,2026-05-09 16:36:20,no,,,
1869458670,yes,88640,Closed,GPS Control Deviation,2026-05-09 19:33:52,no,,,
1869505550,yes,88574,Closed,GPS Control Deviation,2026-05-09 17:36:46,no,,,
1869511660,yes,88575,Closed,GPS Control Deviation,2026-05-09 17:37:05,no,,,
1869593700,yes,92158,Closed,GPS Control Deviation,2026-05-20 11:01:10,no,,,
1869660710,yes,90672,Closed,GPS Control Deviation,2026-05-15 14:03:16,no,,,
1869677160,yes,91257,Closed,GPS Control Deviation,2026-05-18 14:01:23,no,,,
1869698530,yes,88591,Closed,GPS Control Deviation,2026-05-09 17:41:39,no,,,
1869850360,yes,88572,Closed,GPS Control Deviation,2026-05-09 17:36:12,no,,,
1869875150,yes,92718,Open,GPS Control Deviation,2026-05-21 14:01:47,no,,,
1869876820,yes,92405,Closed,GPS Control Deviation,2026-05-20 18:50:44,no,,,
1869920870,yes,92400,Closed,GPS Control Deviation,2026-05-20 18:30:33,no,,,
1869928030,yes,90749,Closed,GPS Control Deviation,2026-05-15 16:23:32,no,,,
1869947900,yes,91970,Closed,GPS Control Deviation,2026-05-19 18:58:03,no,,,
1869983930,yes,91424,Closed,GPS Control Deviation,2026-05-18 18:43:04,no,,,
1869989900,yes,88652,Closed,GPS Control Deviation,2026-05-09 19:37:28,no,,,
1870001310,yes,91404,Closed,GPS Control Deviation,2026-05-18 18:27:04,no,,,
1870110190,yes,92724,Open,GPS Control Deviation,2026-05-21 14:03:28,no,,,
1870207030,yes,90678,Closed,GPS Control Deviation,2026-05-15 14:05:16,no,,,
1870244940,yes,91103,Closed,GPS Control Deviation,2026-05-18 11:00:31,no,,,
1870334730,yes,88644,Closed,GPS Control Deviation,2026-05-09 19:35:02,no,,,
1870335080,yes,92719,Open,GPS Control Deviation,2026-05-21 14:02:04,no,,,
1870352350,yes,92278,Closed,GPS Control Deviation,2026-05-20 14:03:12,no,,,
1870389070,yes,92030|91986,Closed|Closed,GPS Control Deviation,2026-05-20 08:01:07,no,,,
1870391780,yes,91102,Closed,GPS Control Deviation,2026-05-18 11:00:27,no,,,
1870436430,yes,92280,Closed,GPS Control Deviation,2026-05-20 14:03:49,no,,,
1870522760,yes,92853,Open,GPS Control Deviation,2026-05-21 22:34:40,no,,,
1870534850,yes,92164,Closed,GPS Control Deviation,2026-05-20 11:02:48,no,,,
1870536710,yes,90747,Closed,GPS Control Deviation,2026-05-15 16:22:51,no,,,
1870559090,yes,92864,Open,GPS Control Deviation,2026-05-21 23:30:44,no,,,
1870728800,yes,90745,Closed,GPS Control Deviation,2026-05-15 16:22:14,no,,,
1870787640,yes,91107,Closed,GPS Control Deviation,2026-05-18 11:01:01,no,,,
1871055630,yes,92416,Closed,GPS Control Deviation,2026-05-20 18:55:46,no,,,
1871058590,yes,91528|91441,Closed|Closed,GPS Control Deviation,2026-05-19 08:00:11,no,,,
1871064140,yes,92392,Closed,GPS Control Deviation,2026-05-20 18:13:28,no,,,
1871068910,yes,92855,Open,GPS Control Deviation,2026-05-21 22:44:48,no,,,
1871070800,yes,92563,Closed,GPS Control Deviation,2026-05-21 11:00:38,no,,,
1871101850,yes,92031|92003|91979,Closed|Closed|Closed,GPS Control Deviation,2026-05-20 08:01:26,no,,,
1871123920,yes,92285,Closed,GPS Control Deviation,2026-05-20 14:05:00,no,,,
1871146540,yes,88604,Closed,GPS Control Deviation,2026-05-09 17:45:13,no,,,
1871155350,yes,91764,Closed,GPS Control Deviation,2026-05-19 14:00:10,no,,,
1871176460,yes,91506|91445,Closed|Closed,GPS Control Deviation,2026-05-18 22:38:33,no,,,
1871197710,yes,92415,Closed,GPS Control Deviation,2026-05-20 18:55:29,no,,,
1871301080,yes,92562,Closed,GPS Control Deviation,2026-05-21 11:00:37,no,,,
1871409580,yes,92561|92560,Closed|Closed,GPS Control Deviation,2026-05-21 11:00:11,no,,,
1871433550,yes,92852,Open,GPS Control Deviation,2026-05-21 22:29:30,no,,,
1871476390,yes,92722,Open,GPS Control Deviation,2026-05-21 14:02:55,no,,,
1871643480,yes,91411,Closed,GPS Control Deviation,2026-05-18 18:34:02,no,,,
1871703780,yes,91973,Closed,GPS Control Deviation,2026-05-19 19:03:48,no,,,
1871792300,yes,92404,Closed,GPS Control Deviation,2026-05-20 18:46:01,no,,,
1871883230,yes,91104,Closed,GPS Control Deviation,2026-05-18 11:00:43,no,,,
1871994000,yes,91262,Closed,GPS Control Deviation,2026-05-18 14:02:14,no,,,
1872050650,yes,92854,Open,GPS Control Deviation,2026-05-21 22:40:22,no,,,
1872074970,yes,91400,Closed,GPS Control Deviation,2026-05-18 18:22:12,no,,,
1872264810,yes,92161,Closed,GPS Control Deviation,2026-05-20 11:02:10,no,,,
1872536430,yes,91417,Closed,GPS Control Deviation,2026-05-18 18:39:31,no,,,
1872583190,yes,92858,Open,GPS Control Deviation,2026-05-21 22:59:31,no,,,
1872625590,yes,91501,Closed,GPS Control Deviation,2026-05-18 22:08:43,no,,,
1872683610,yes,91765,Closed,GPS Control Deviation,2026-05-19 14:00:13,no,,,
1872845240,yes,91504|91390,Closed|Closed,GPS Control Deviation,2026-05-18 22:19:33,no,,,
1872886490,yes,92156,Closed,GPS Control Deviation,2026-05-20 11:00:32,no,,,
1873079440,yes,91968,Closed,GPS Control Deviation,2026-05-19 18:50:41,no,,,
1873243500,yes,92851,Open,GPS Control Deviation,2026-05-21 22:25:34,no,,,
1873252950,yes,91529,Closed,GPS Control Deviation,2026-05-19 08:00:30,no,,,
1873435500,yes,91630,Closed,GPS Control Deviation,2026-05-19 11:01:12,no,,,
1873470070,yes,92859,Open,GPS Control Deviation,2026-05-21 23:05:00,no,,,
1873539940,yes,91772,Closed,GPS Control Deviation,2026-05-19 14:00:37,no,,,
1873547500,yes,91770,Closed,GPS Control Deviation,2026-05-19 14:00:32,no,,,
1873567140,yes,91766|91763,Closed|Closed,GPS Control Deviation,2026-05-19 14:00:19,no,,,
1873567900,yes,91966,Closed,GPS Control Deviation,2026-05-19 18:44:08,no,,,
1873831430,yes,92830,Open,GPS Control Deviation,2026-05-21 22:04:10,no,,,
1873838240,yes,92287,Closed,GPS Control Deviation,2026-05-20 14:05:41,no,,,
1873942020,yes,92849,Open,GPS Control Deviation,2026-05-21 22:21:06,no,,,
1874033240,yes,92175,Closed,GPS Control Deviation,2026-05-20 11:05:38,no,,,
1874097360,yes,92304,Closed,GPS Control Deviation,2026-05-20 14:11:01,no,,,
1874175730,yes,92174,Closed,GPS Control Deviation,2026-05-20 11:05:19,no,,,
1874179060,yes,92863,Open,GPS Control Deviation,2026-05-21 23:25:55,no,,,
1874230690,yes,92862,Open,GPS Control Deviation,2026-05-21 23:20:44,no,,,
1874497070,yes,92417,Closed,GPS Control Deviation,2026-05-20 18:56:03,no,,,
1874499090,yes,92274,Closed,GPS Control Deviation,2026-05-20 14:01:51,no,,,
1874520020,yes,92305,Closed,GPS Control Deviation,2026-05-20 14:11:19,no,,,
1874610790,yes,92290,Closed,GPS Control Deviation,2026-05-20 14:06:45,no,,,
1874645410,yes,92837,Open,GPS Control Deviation,2026-05-21 22:09:33,no,,,
1874742300,yes,92288,Closed,GPS Control Deviation,2026-05-20 14:06:01,no,,,
1875001010,yes,92301,Closed,GPS Control Deviation,2026-05-20 14:10:05,no,,,
1875084890,yes,92856,Open,GPS Control Deviation,2026-05-21 22:50:11,no,,,
1875282660,yes,92284,Closed,GPS Control Deviation,2026-05-20 14:04:42,no,,,
1876551140,yes,92843,Open,GPS Control Deviation,2026-05-21 22:13:45,no,,,
1876647360,yes,92286,Closed,GPS Control Deviation,2026-05-20 14:05:20,no,,,
1877273850,yes,90453,Closed,GPS Control Deviation,2026-05-14 17:02:50,no,,,
1877431700,yes,92296,Closed,GPS Control Deviation,2026-05-20 14:08:50,no,,,
1877954550,yes,92295,Closed,GPS Control Deviation,2026-05-20 14:08:32,no,,,
1878298790,yes,91964,Closed,GPS Control Deviation,2026-05-19 18:39:10,no,,,
1878333900,yes,92393,Closed,GPS Control Deviation,2026-05-20 18:18:49,no,,,
1878356100,yes,92271,Closed,GPS Control Deviation,2026-05-20 14:00:30,no,,,
1878564810,yes,90454,Closed,GPS Control Deviation,2026-05-14 17:03:06,no,,,
1878635640,yes,92306,Closed,GPS Control Deviation,2026-05-20 14:11:37,no,,,
1879179920,yes,92281,Closed,GPS Control Deviation,2026-05-20 14:04:07,no,,,
1879334870,yes,92411,Closed,GPS Control Deviation,2026-05-20 18:54:14,no,,,
1879561300,yes,92155,Closed,GPS Control Deviation,2026-05-20 11:00:08,no,,,
1879660680,yes,92300,Closed,GPS Control Deviation,2026-05-20 14:09:46,no,,,
1879749890,yes,92432,Closed,GPS Control Deviation,2026-05-20 21:10:26,no,,,
1879926540,yes,92388,Closed,GPS Control Deviation,2026-05-20 18:06:21,no,,,
1879948040,yes,92409,Closed,GPS Control Deviation,2026-05-20 18:53:42,no,,,
1879959750,yes,92293,Closed,GPS Control Deviation,2026-05-20 14:07:55,no,,,
1880242060,yes,92157,Closed,GPS Control Deviation,2026-05-20 11:00:51,no,,,
1880419160,yes,91962,Closed,GPS Control Deviation,2026-05-19 18:33:39,no,,,
1880499200,yes,92029|92002,Closed|Closed,GPS Control Deviation,2026-05-20 08:00:46,no,,,
1880642730,yes,92273,Closed,GPS Control Deviation,2026-05-20 14:01:26,no,,,
1880694800,yes,92182,Closed,GPS Control Deviation,2026-05-20 11:07:27,no,,,
1880769220,yes,92412,Closed,GPS Control Deviation,2026-05-20 18:54:29,no,,,
1880871190,yes,92176,Closed,GPS Control Deviation,2026-05-20 11:05:56,no,,,
1880893060,yes,92289,Closed,GPS Control Deviation,2026-05-20 14:06:21,no,,,
1880970700,yes,92177,Closed,GPS Control Deviation,2026-05-20 11:06:13,no,,,
1880992690,yes,92434|92389,Closed|Closed,GPS Control Deviation,2026-05-20 21:11:02,no,,,
1881017900,yes,92269,Closed,GPS Control Deviation,2026-05-20 14:00:10,no,,,
1881053200,yes,92168,Closed,GPS Control Deviation,2026-05-20 11:03:53,no,,,
1881073890,yes,91958,Closed,GPS Control Deviation,2026-05-19 18:11:48,no,,,
1881081150,yes,92165,Closed,GPS Control Deviation,2026-05-20 11:03:05,no,,,
1881138710,yes,92298,Closed,GPS Control Deviation,2026-05-20 14:09:28,no,,,
1881147200,yes,92303,Closed,GPS Control Deviation,2026-05-20 14:10:42,no,,,
1881150240,yes,92406,Closed,GPS Control Deviation,2026-05-20 18:52:52,no,,,
1881150520,yes,92179,Closed,GPS Control Deviation,2026-05-20 11:06:49,no,,,
1881169780,yes,92408,Closed,GPS Control Deviation,2026-05-20 18:53:26,no,,,
1881560730,yes,91961,Closed,GPS Control Deviation,2026-05-19 18:27:30,no,,,
1881633390,yes,92159,Closed,GPS Control Deviation,2026-05-20 11:01:30,no,,,
1881682210,yes,92294,Closed,GPS Control Deviation,2026-05-20 14:08:13,no,,,
DUP-1778159415479-i49n,no,,,,,yes,Awaiting Response,Pending,11694
DUP-1778159543192-psha,no,,,,,yes,Awaiting Response,Pending,12064
GRP-T240-1778119403760-1-505,no,,,,,yes,Awaiting Response,Pending,6363
GRP-T240-1778119403932-2-882452,no,,,,,yes,Awaiting Response,Pending,6364
GRP-T240-1778119404055-3-247739,no,,,,,yes,Resolved,Approved,6365
GRP-T240-1778119404163-4-797441,no,,,,,yes,Awaiting Response,Pending,6366
GRP-T240-1778119404247-5-158101,no,,,,,yes,Awaiting Response,Pending,6367
GRP-T240-1778119404325-6-681555,no,,,,,yes,Awaiting Response,Pending,6368
RBAC-TEST,no,,,,,yes,Needs Review,Pending,4620
SMOKE-MULTILEG-001,no,,,,,yes,New,Pending,2
T-BULKQ-G-1777923852662-660627946,no,,,,,yes,Needs Review,Pending,2693
T-BULKQ-G-1777923852767-99227131,no,,,,,yes,Needs Review,Pending,2694
T-BULKQ-G-1777923852794-82183676,no,,,,,yes,Needs Review,Pending,2695
T-BULKQ-G-1777923852830-64535154,no,,,,,yes,Needs Review,Pending,2696
T-BULKQ-G-1777923852854-198494460,no,,,,,yes,Needs Review,Pending,2697
T-BULKQ-G-1777923852873-961743096,no,,,,,yes,Awaiting Response,Pending,2698
T-BULKQ-G-1777923853220-88164131,no,,,,,yes,Needs Review,Pending,2700
T-BULKQ-G-1778185501678-133724604,no,,,,,yes,Needs Review,Pending,15674
T-BULKQ-G-1778185501796-957952969,no,,,,,yes,Needs Review,Pending,15675
T-BULKQ-G-1778185501844-812850284,no,,,,,yes,Needs Review,Pending,15676
T-BULKQ-G-1778185501882-406149076,no,,,,,yes,Needs Review,Pending,15677
T-BULKQ-G-1778185501911-798880592,no,,,,,yes,Needs Review,Pending,15678
T-BULKQ-G-1778185501939-932110972,no,,,,,yes,Awaiting Response,Pending,15679
T-BULKQ-G-1778185501967-556818990,no,,,,,yes,Needs Review,Pending,15680
T-BULKQ-G-1778185501989-294162955,no,,,,,yes,MAS Eligible,Pending,15681
T-BULKQ-G-1778185502067-129840016,no,,,,,yes,Needs Review,Pending,15682
T-BULKQ-G-1778185512304-177453615,no,,,,,yes,Needs Review,Pending,15683
T-BULKQ-G-1778185512382-624914749,no,,,,,yes,Needs Review,Pending,15684
T-BULKQ-G-1778185512418-590335196,no,,,,,yes,Needs Review,Pending,15685
T-BULKQ-G-1778185512447-469582732,no,,,,,yes,Needs Review,Pending,15686
T-BULKQ-G-1778185512475-524515050,no,,,,,yes,Needs Review,Pending,15687
T-BULKQ-G-1778185512505-611074355,no,,,,,yes,Awaiting Response,Pending,15688
T-BULKQ-G-1778185512531-461952283,no,,,,,yes,Needs Review,Pending,15689
T-BULKQ-G-1778185512553-521228627,no,,,,,yes,MAS Eligible,Pending,15690
T-BULKQ-G-1778185512635-380318098,no,,,,,yes,Needs Review,Pending,15691
T-BULKQ-G-1778280435873-809491048,no,,,,,yes,New,Pending,16152
T130G-1778119381365-404485,no,,,,,yes,Needs Review,Pending,6108
T130G-1778119381374-494417,no,,,,,yes,Needs Review,Pending,6109
T130G-1778119381479-954674,no,,,,,yes,Needs Review,Pending,6112
T130G-1778119593215-696779,no,,,,,yes,Needs Review,Pending,6506
T130G-1778119669494-257653,no,,,,,yes,Needs Review,Pending,6900
T130G-1778119725211-179515,no,,,,,yes,Needs Review,Pending,7275
T130G-1778120737842-471887,no,,,,,yes,Needs Review,Pending,7767
T130G-1778120817050-721507,no,,,,,yes,Needs Review,Pending,8162
T130G-1778120900535-848304,no,,,,,yes,Needs Review,Pending,8555
T130G-1778128072099-777032,no,,,,,yes,Needs Review,Pending,9218
T130G-1778130923529-818441,no,,,,,yes,Needs Review,Pending,9808
T130G-1778130975860-403060,no,,,,,yes,Needs Review,Pending,10188
T130G-1778131017193-571229,no,,,,,yes,Needs Review,Pending,10543
T130G-1778131042497-665459,no,,,,,yes,Needs Review,Pending,10594
T130G-1778159060477-348527,no,,,,,yes,Needs Review,Pending,10902
T130G-1778159181078-501483,no,,,,,yes,Needs Review,Pending,11276
T130G-1778159400887-251085,no,,,,,yes,Needs Review,Pending,11670
T130G-1778159920146-765909,no,,,,,yes,Needs Review,Pending,12100
T130G-1778160025530-621479,no,,,,,yes,Needs Review,Pending,12493
T130G-1778160106199-959619,no,,,,,yes,Needs Review,Pending,12890
T130G-1778160197366-152660,no,,,,,yes,Needs Review,Pending,13285
T130G-1778160305478-552499,no,,,,,yes,Needs Review,Pending,13673
T130G-1778160386424-786552,no,,,,,yes,Needs Review,Pending,13683
T130G-1778160516074-85503,no,,,,,yes,Needs Review,Pending,13698
T130G-1778160936119-21018,no,,,,,yes,Needs Review,Pending,14088
T165G-1778119381589-5431,no,,,,,yes,Awaiting Response,Pending,6113
T165G-1778119381605-982324,no,,,,,yes,Awaiting Response,Pending,6114
T196G-1778119429498-609729,no,,,,,yes,Needs Review,Pending,6424
T196G-1778119429566-286621,no,,,,,yes,Needs Review,Pending,6425
T196G-1778119429600-271246,no,,,,,yes,Needs Review,Pending,6426
T196G-1778119429644-112880,no,,,,,yes,Needs Review,Pending,6427
T196G-1778119429697-14947,no,,,,,yes,Needs Review,Pending,6428
T196G-1778119429738-358010,no,,,,,yes,Needs Review,Pending,6430
T196G-1778119429772-300319,no,,,,,yes,Needs Review,Pending,6431
T196G-1778119429811-378201,no,,,,,yes,Needs Review,Pending,6432
T196G-1778119429867-445266,no,,,,,yes,Resolved,Pending,6433
T196G-1778119430567-508658,no,,,,,yes,Needs Review,Pending,6450
