group_id,invoice_number,bucket,ticket_count,open_ticket_count,verdict_carrier_submission_id,submission_id,portal_ticket_id,live_portal_status,latest_message_signature,latest_message_outcome,scrape_error,latest_body_preview
817,1865645630,canonical_open,1,1,,1005,88492,Open,,unknown,,[#88492] Dispute - Invoice #1865645630 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
819,1865860670,canonical_open,1,1,,1004,88489,Open,,unknown,,[#88489] Dispute - Invoice #1865860670 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
820,1866406240,canonical_open,1,1,,1002,88488,Open,,unknown,,[#88488] Dispute - Invoice #1866406240 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
821,1850584080,canonical_open,1,1,,1000,88485,Open,,unknown,,[#88485] Dispute - Invoice #1850584080 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
822,1786951830,canonical_open,1,1,,999,88484,Open,,unknown,,[#88484] Dispute - Invoice #1786951830 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
823,1863685980,canonical_open,1,1,,998,88483,Open,,unknown,,[#88483] Dispute - Invoice #1863685980 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
824,1853873600,canonical_open,1,1,,997,88482,Open,,unknown,,[#88482] Dispute - Invoice #1853873600 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
831,1853169520,canonical_open,1,1,,1372,89475,Open,,unknown,,[#89475] Dispute - Invoice #1853169520 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
832,1860443060,canonical_open,1,1,,994,88480,Open,,unknown,,[#88480] Dispute - Invoice #1860443060 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
833,1860615790,canonical_open,1,1,,1047,88515,Open,,unknown,,[#88515] Dispute - Invoice #1860615790 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
834,1864990150,canonical_open,1,1,,993,88479,Open,,unknown,,[#88479] Dispute - Invoice #1864990150 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
838,1861559110,canonical_open,1,1,,991,88478,Open,,unknown,,[#88478] Dispute - Invoice #1861559110 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
840,1864092520,canonical_open,1,1,,989,88475,Open,,unknown,,[#88475] Dispute - Invoice #1864092520 - GPS Pickup Too Far from Residence (1 ride) : Medical Answering Services /* theme */ .porta
842,1863867110,canonical_open,1,1,,1371,89474,Open,,unknown,,[#89474] Dispute - Invoice #1863867110 - GPS Pickup Too Far from Residence (2 rides) : Medical Answering Services /* theme */ .port
843,1864645710,canonical_open,1,1,,1025,88507,Open,,unknown,,[#88507] Dispute - Invoice #1864645710 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
872,1833808960,canonical_open,1,1,,1087,88539,Open,,unknown,,[#88539] Dispute - Invoice #1833808960 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
877,1864470340,canonical_open,1,1,,1082,88536,Open,,unknown,,[#88536] Dispute - Invoice #1864470340 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
887,1866293280,canonical_open,1,1,,1076,88535,Open,,unknown,,[#88535] Dispute - Invoice #1866293280 - GPS Pickup Too Far from Residence (1 ride) : Medical Answering Services /* theme */ .porta
906,1866945830,canonical_open,1,1,,1095,88543,Open,,unknown,,[#88543] Dispute - Invoice #1866945830 - GPS Pickup Too Far from Residence (2 rides) : Medical Answering Services /* theme */ .port
949,1867540860,canonical_open,1,1,,1090,88541,Open,,unknown,,[#88541] Dispute - Invoice #1867540860 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
956,1865787130,canonical_open,1,1,,919,88411,Open,,unknown,,[#88411] Dispute - Invoice #1865787130 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
964,1866528720,canonical_open,1,1,,1154,88546,Open,mas_ticket_under_review,acknowledgment,,"Hi Accounting Agape, Ticket Under Review This ticket will be reviewed for GPS compliance. Important Notice: In the future, please use the ""GPS Control Devia"
1050,1868987500,canonical_open,1,1,,927,88419,Open,,unknown,,[#88419] Dispute - Invoice #1868987500 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
1058,1869454600,canonical_open,1,1,,949,88442,Open,,unknown,,[#88442] Dispute - Invoice #1869454600 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
1084,1868994010,needs_scrape,1,0,,1109,88587,,,unknown,not yet scraped (cache miss),
1126,1871146540,needs_scrape,1,0,,1150,88604,,,unknown,not yet scraped (cache miss),
